date,open,high,low,close,volume
2018-12-31,100.0,100.0,100.0,100.0,0
2019-01-02,107.20999908447266,107.20999908447266,107.20999908447266,107.20999908447266,0
2019-01-03,103.69999694824219,103.69999694824219,103.69999694824219,103.69999694824219,0
2019-01-04,104.4800033569336,104.4800033569336,104.4800033569336,104.4800033569336,0
2019-01-07,107.93000030517578,107.93000030517578,107.93000030517578,107.93000030517578,0
2019-01-08,108.27999877929688,108.27999877929688,108.27999877929688,108.27999877929688,0
2019-01-09,108.91999816894531,108.91999816894531,108.91999816894531,108.91999816894531,0
2019-01-10,97.5,97.5,97.5,97.5,0
2019-01-11,97.44999694824219,97.44999694824219,97.44999694824219,97.44999694824219,0
2019-01-14,98.12000274658203,98.12000274658203,98.12000274658203,98.12000274658203,0
2019-01-15,95.5999984741211,95.5999984741211,95.5999984741211,95.5999984741211,0
2019-01-16,96.63999938964844,96.63999938964844,96.63999938964844,96.63999938964844,0
2019-01-17,97.27999877929688,97.27999877929688,97.27999877929688,97.27999877929688,0
2019-01-18,96.2300033569336,96.2300033569336,96.2300033569336,96.2300033569336,0
2019-01-22,95.26000213623047,95.26000213623047,95.26000213623047,95.26000213623047,0
2019-01-23,94.66999816894531,94.66999816894531,94.66999816894531,94.66999816894531,0
2019-01-24,95.02999877929688,95.02999877929688,95.02999877929688,95.02999877929688,0
2019-01-25,94.87000274658203,94.87000274658203,94.87000274658203,94.87000274658203,0
2019-01-28,89.56999969482422,89.56999969482422,89.56999969482422,89.56999969482422,0
2019-01-29,88.8499984741211,88.8499984741211,88.8499984741211,88.8499984741211,0
2019-01-30,91.11000061035156,91.11000061035156,91.11000061035156,91.11000061035156,0
2019-01-31,89.58999633789062,89.58999633789062,89.58999633789062,89.58999633789062,0
2019-02-01,90.30000305175781,90.30000305175781,90.30000305175781,90.30000305175781,0
2019-02-04,89.5999984741211,89.5999984741211,89.5999984741211,89.5999984741211,0
2019-02-05,89.54000091552734,89.54000091552734,89.54000091552734,89.54000091552734,0
2019-02-06,87.87999725341797,87.87999725341797,87.87999725341797,87.87999725341797,0
2019-02-07,87.7300033569336,87.7300033569336,87.7300033569336,87.7300033569336,0
2019-02-08,95.66000366210938,95.66000366210938,95.66000366210938,95.66000366210938,0
2019-02-11,95.12999725341797,95.12999725341797,95.12999725341797,95.12999725341797,0
2019-02-12,95.6500015258789,95.6500015258789,95.6500015258789,95.6500015258789,0
2019-02-14,94.29000091552734,94.29000091552734,94.29000091552734,94.29000091552734,0
2019-02-15,94.69000244140625,94.69000244140625,94.69000244140625,94.69000244140625,0
2019-02-19,104.69999694824219,104.69999694824219,104.69999694824219,104.69999694824219,0
2019-02-20,106.91999816894531,106.91999816894531,106.91999816894531,106.91999816894531,0
2019-02-21,104.80000305175781,104.80000305175781,104.80000305175781,104.80000305175781,0
2019-02-22,106.33000183105469,106.33000183105469,106.33000183105469,106.33000183105469,0
2019-02-25,103.05000305175781,103.05000305175781,103.05000305175781,103.05000305175781,0
2019-02-26,102.12000274658203,102.12000274658203,102.12000274658203,102.12000274658203,0
2019-02-27,101.5999984741211,101.5999984741211,101.5999984741211,101.5999984741211,0
2019-02-28,101.77999877929688,101.77999877929688,101.77999877929688,101.77999877929688,0
2019-03-01,102.16999816894531,102.16999816894531,102.16999816894531,102.16999816894531,0
2019-03-04,98.63999938964844,98.63999938964844,98.63999938964844,98.63999938964844,0
2019-03-05,103.55000305175781,103.55000305175781,103.55000305175781,103.55000305175781,0
2019-03-06,103.9000015258789,103.9000015258789,103.9000015258789,103.9000015258789,0
2019-03-07,104.19000244140625,104.19000244140625,104.19000244140625,104.19000244140625,0
2019-03-08,103.36000061035156,103.36000061035156,103.36000061035156,103.36000061035156,0
2019-03-11,103.91999816894531,103.91999816894531,103.91999816894531,103.91999816894531,0
2019-03-12,104.68000030517578,104.68000030517578,104.68000030517578,104.68000030517578,0
2019-03-13,104.63999938964844,104.63999938964844,104.63999938964844,104.63999938964844,0
2019-03-14,105.19000244140625,105.19000244140625,105.19000244140625,105.19000244140625,0
2019-03-15,106.76000213623047,106.76000213623047,106.76000213623047,106.76000213623047,0
2019-03-18,108.62000274658203,108.62000274658203,108.62000274658203,108.62000274658203,0
2019-03-19,109.56999969482422,109.56999969482422,109.56999969482422,109.56999969482422,0
2019-03-20,108.7300033569336,109.58000183105469,108.58999633789062,109.44000244140625,0
2019-03-21,110.04000091552734,110.3499984741211,106.98999786376953,108.08000183105469,0
2019-03-22,108.08000183105469,109.29000091552734,107.80000305175781,108.44999694824219,0
2019-03-25,108.66000366210938,108.95999908447266,105.7300033569336,106.30999755859375,0
2019-03-26,106.93000030517578,107.11000061035156,105.69999694824219,106.70999908447266,0
2019-03-27,107.33999633789062,110.79000091552734,107.13999938964844,110.44999694824219,0
2019-03-28,111.12000274658203,111.16999816894531,110.1500015258789,110.55999755859375,0
2019-03-29,110.48999786376953,111.44999694824219,109.58999633789062,111.05000305175781,0
2019-04-01,111.80999755859375,113.27999877929688,111.5,112.9800033569336,0
