,period_open,period_close,long_exposure,short_exposure,gross_leverage,capital_used,net_leverage,starting_exposure,starting_cash,orders,transactions,positions,ending_exposure,starting_value,pnl,ending_value,ending_cash,returns,portfolio_value,longs_count,shorts_count,long_value,short_value,fb_rsi,amzn_rsi,aapl_rsi,nue_rsi,googl_rsi,alpha,beta,sharpe,sortino,max_drawdown,max_leverage,excess_return,treasury_period_return,trading_days,period_label,benchmark_period_return,benchmark_volatility,algorithm_period_return,algo_volatility
2020-09-25 20:00:00+00:00,2020-09-25 13:31:00+00:00,2020-09-25 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,"[{'id': '62a9a10c2c1e4c16a8a593cd24af7efd', 'dt': Timestamp('2020-09-25 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-09-25 20:00:00+0000', tz='UTC'), 'amount': 9, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [TSLA]), 'status': 0}, {'id': '4ae0bc6ba20e4c7a8513968111faa75b', 'dt': Timestamp('2020-09-25 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-09-25 20:00:00+0000', tz='UTC'), 'amount': 35, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [AAPL]), 'status': 0}, {'id': '8420d049497f4ae18519ba6d3869c1bf', 'dt': Timestamp('2020-09-25 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-09-25 20:00:00+0000', tz='UTC'), 'amount': 2, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [GOOG]), 'status': 0}]",[],[],0.0,0.0,0.0,0.0,20000.0,0.0,20000.0,0,0,0.0,0.0,8.865536580915286,41.24617382305165,5.9886929880971,46.74252826704627,34.58559240577138,,,,,0.0,0.0,0.0,0.0,1,2020-09,0.0,,0.0,
2020-09-28 20:00:00+00:00,2020-09-28 13:31:00+00:00,2020-09-28 20:00:00+00:00,10745.16,0.0,0.537403598219462,-10750.578580000001,0.537403598219462,0.0,20000.0,"[{'id': '62a9a10c2c1e4c16a8a593cd24af7efd', 'dt': Timestamp('2020-09-28 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-09-25 20:00:00+0000', tz='UTC'), 'amount': 9, 'filled': 9, 'commission': 0.009000000000000001, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [TSLA]), 'status': 1}, {'id': '4ae0bc6ba20e4c7a8513968111faa75b', 'dt': Timestamp('2020-09-28 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-09-25 20:00:00+0000', tz='UTC'), 'amount': 35, 'filled': 35, 'commission': 0.035, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [AAPL]), 'status': 1}, {'id': '8420d049497f4ae18519ba6d3869c1bf', 'dt': Timestamp('2020-09-28 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-09-25 20:00:00+0000', tz='UTC'), 'amount': 2, 'filled': 2, 'commission': 0.002, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [GOOG]), 'status': 1}]","[{'amount': 9, 'dt': Timestamp('2020-09-28 20:00:00+0000', tz='UTC'), 'price': 421.27053, 'order_id': '62a9a10c2c1e4c16a8a593cd24af7efd', 'sid': Equity(2 [TSLA]), 'commission': None}, {'amount': 35, 'dt': Timestamp('2020-09-28 20:00:00+0000', tz='UTC'), 'price': 115.0575, 'order_id': '4ae0bc6ba20e4c7a8513968111faa75b', 'sid': Equity(3 [AAPL]), 'commission': None}, {'amount': 2, 'dt': Timestamp('2020-09-28 20:00:00+0000', tz='UTC'), 'price': 1466.042655, 'order_id': '8420d049497f4ae18519ba6d3869c1bf', 'sid': Equity(0 [GOOG]), 'commission': None}]","[{'sid': Equity(2 [TSLA]), 'amount': 9, 'cost_basis': 421.27153, 'last_sale_price': 421.06}, {'sid': Equity(3 [AAPL]), 'amount': 35, 'cost_basis': 115.05850000000001, 'last_sale_price': 115.0}, {'sid': Equity(0 [GOOG]), 'amount': 2, 'cost_basis': 1466.043655, 'last_sale_price': 1465.31}]",10745.16,0.0,-5.418580000001384,10745.16,9249.421419999999,-0.00027092900000003084,19994.58142,3,0,10745.16,0.0,42.768541354323744,43.46973332939555,41.726460019415576,53.963963675849556,38.08152933403679,,,-11.224972160321826,-11.224972160321824,-0.00027092899999999533,0.537403598219462,0.0,0.0,2,2020-09,0.0,0.0,-0.00027092900000003084,0.0030411704824241776
2020-09-29 20:00:00+00:00,2020-09-29 13:31:00+00:00,2020-09-29 20:00:00+00:00,10705.0,0.0,0.5364725829269371,0.0,0.5364725829269371,10745.16,9249.421419999999,"[{'id': '2a33cdc43a3a4623aa7819ed7aa4f552', 'dt': Timestamp('2020-09-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-09-29 20:00:00+0000', tz='UTC'), 'amount': 1, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [AMZN]), 'status': 0}]",[],"[{'sid': Equity(2 [TSLA]), 'amount': 9, 'cost_basis': 421.27153, 'last_sale_price': 418.99}, {'sid': Equity(3 [AAPL]), 'amount': 35, 'cost_basis': 115.05850000000001, 'last_sale_price': 114.11}, {'sid': Equity(0 [GOOG]), 'amount': 2, 'cost_basis': 1466.043655, 'last_sale_price': 1470.1200000000001}]",10705.0,10745.16,-40.159999999999854,10705.0,9249.421419999999,-0.002008544172864224,19954.42142,3,0,10705.0,0.0,44.67590247782341,39.18690910619652,35.51754791447731,43.72184742757966,35.397494910345316,,,-11.067180801811086,-10.308068487018891,-0.002278929000000005,0.537403598219462,0.0,0.0,3,2020-09,0.0,0.0,-0.0022789290000000406,0.01730122150794387
2020-09-30 20:00:00+00:00,2020-09-30 13:31:00+00:00,2020-09-30 20:00:00+00:00,13993.724999999999,0.0,0.6964080238737851,-3148.999712500001,0.6964080238737851,10705.0,9249.421419999999,"[{'id': '2a33cdc43a3a4623aa7819ed7aa4f552', 'dt': Timestamp('2020-09-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-09-29 20:00:00+0000', tz='UTC'), 'amount': 1, 'filled': 1, 'commission': 0.001, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [AMZN]), 'status': 1}]","[{'amount': 1, 'dt': Timestamp('2020-09-30 20:00:00+0000', tz='UTC'), 'price': 3148.9987125000002, 'order_id': '2a33cdc43a3a4623aa7819ed7aa4f552', 'sid': Equity(4 [AMZN]), 'commission': None}]","[{'sid': Equity(2 [TSLA]), 'amount': 9, 'cost_basis': 421.27153, 'last_sale_price': 428.97}, {'sid': Equity(3 [AAPL]), 'amount': 35, 'cost_basis': 115.05850000000001, 'last_sale_price': 115.61}, {'sid': Equity(0 [GOOG]), 'amount': 2, 'cost_basis': 1466.043655, 'last_sale_price': 1469.6100000000001}, {'sid': Equity(4 [AMZN]), 'amount': 1, 'cost_basis': 3148.9997125000004, 'last_sale_price': 3147.425}]",13993.724999999999,10705.0,139.72528749999765,13993.724999999999,6100.421707499998,0.007002221941647235,20094.146707499996,4,0,13993.724999999999,0.0,49.17011302194018,37.959230654304335,38.96501440099166,41.39449490714983,26.881237006113544,,,4.707199579574891,18.495594067913224,-0.002278929000000005,0.6964080238737851,0.0,0.0,4,2020-09,0.0,0.0,0.00470733537500001,0.06320810651929021
2020-10-01 20:00:00+00:00,2020-10-01 13:31:00+00:00,2020-10-01 20:00:00+00:00,14320.48,0.0,0.7012658013402272,0.0,0.7012658013402272,13993.724999999999,6100.421707499998,[],[],"[{'sid': Equity(2 [TSLA]), 'amount': 9, 'cost_basis': 421.27153, 'last_sale_price': 447.81}, {'sid': Equity(3 [AAPL]), 'amount': 35, 'cost_basis': 115.05850000000001, 'last_sale_price': 116.8}, {'sid': Equity(0 [GOOG]), 'amount': 2, 'cost_basis': 1466.043655, 'last_sale_price': 1490.09}, {'sid': Equity(4 [AMZN]), 'amount': 1, 'cost_basis': 3148.9997125000004, 'last_sale_price': 3222.01}]",14320.48,13993.724999999999,326.755000000001,14320.48,6100.421707499998,0.016261203063578922,20420.901707499997,4,0,14320.48,0.0,56.5491519312571,46.40851254957133,47.6127213883656,44.66578880938103,35.586418460924556,,,8.795407549599563,73.5031101531307,-0.002278929000000005,0.7012658013402272,0.0,0.0,5,2020-10,0.0,0.0,0.02104508537500016,0.12024356647341372
2020-10-02 20:00:00+00:00,2020-10-02 13:31:00+00:00,2020-10-02 20:00:00+00:00,13738.66,0.0,0.6925048347780238,0.0,0.6925048347780238,14320.48,6100.421707499998,[],[],"[{'sid': Equity(2 [TSLA]), 'amount': 9, 'cost_basis': 421.27153, 'last_sale_price': 415.27}, {'sid': Equity(3 [AAPL]), 'amount': 35, 'cost_basis': 115.05850000000001, 'last_sale_price': 113.02}, {'sid': Equity(0 [GOOG]), 'amount': 2, 'cost_basis': 1466.043655, 'last_sale_price': 1459.8}, {'sid': Equity(4 [AMZN]), 'amount': 1, 'cost_basis': 3148.9997125000004, 'last_sale_price': 3125.9300000000003}]",13738.66,14320.48,-581.8199999999997,13738.66,6100.421707499998,-0.028491396135867708,19839.081707499998,4,0,13738.66,0.0,49.17634572091038,43.67494420466117,42.45446951406785,48.62441724538984,35.46284441511741,,,-1.3271817666710073,-1.703362175092624,-0.02849139613586767,0.7012658013402272,0.0,0.0,6,2020-10,0.0,0.0,-0.008045914624999817,0.23758061530497668
2020-10-05 20:00:00+00:00,2020-10-05 13:31:00+00:00,2020-10-05 20:00:00+00:00,14077.880000000001,0.0,0.697674175164476,0.0,0.697674175164476,13738.66,6100.421707499998,[],[],"[{'sid': Equity(2 [TSLA]), 'amount': 9, 'cost_basis': 421.27153, 'last_sale_price': 425.5}, {'sid': Equity(3 [AAPL]), 'amount': 35, 'cost_basis': 115.05850000000001, 'last_sale_price': 116.54}, {'sid': Equity(0 [GOOG]), 'amount': 2, 'cost_basis': 1466.043655, 'last_sale_price': 1485.14}, {'sid': Equity(4 [AMZN]), 'amount': 1, 'cost_basis': 3148.9997125000004, 'last_sale_price': 3199.2000000000003}]",14077.880000000001,13738.66,339.22000000000116,14077.880000000001,6100.421707499998,0.0170985736639091,20178.3017075,4,0,14077.880000000001,0.0,62.59818318993358,52.372612175015,54.128486436106996,57.947112024681566,45.287816332413364,,,1.4195877584286765,2.0147039314182633,-0.02849139613586767,0.7012658013402272,0.0,0.0,7,2020-10,0.0,0.0,0.008915085375000187,0.2432260034115153
2020-10-06 20:00:00+00:00,2020-10-06 13:31:00+00:00,2020-10-06 20:00:00+00:00,13688.130000000001,0.0,0.6917196469114061,0.0,0.6917196469114061,14077.880000000001,6100.421707499998,[],[],"[{'sid': Equity(2 [TSLA]), 'amount': 9, 'cost_basis': 421.27153, 'last_sale_price': 413.7}, {'sid': Equity(3 [AAPL]), 'amount': 35, 'cost_basis': 115.05850000000001, 'last_sale_price': 113.16}, {'sid': Equity(0 [GOOG]), 'amount': 2, 'cost_basis': 1466.043655, 'last_sale_price': 1452.47}, {'sid': Equity(4 [AMZN]), 'amount': 1, 'cost_basis': 3148.9997125000004, 'last_sale_price': 3099.29}]",13688.130000000001,14077.880000000001,-389.75,13688.130000000001,6100.421707499998,-0.0193153024297944,19788.5517075,4,0,13688.130000000001,0.0,55.89865600610974,42.79200496566337,45.361815094296674,54.531713191838016,37.46110617590507,,,-1.2090457262653542,-1.5828016241551117,-0.030965821639881503,0.7012658013402272,0.0,0.0,8,2020-10,0.0,0.0,-0.010572414624999804,0.25334976587857555
2020-10-07 20:00:00+00:00,2020-10-07 13:31:00+00:00,2020-10-07 20:00:00+00:00,13966.550000000001,0.0,0.6959968949764366,0.0,0.6959968949764366,13688.130000000001,6100.421707499998,[],[],"[{'sid': Equity(2 [TSLA]), 'amount': 9, 'cost_basis': 421.27153, 'last_sale_price': 425.19}, {'sid': Equity(3 [AAPL]), 'amount': 35, 'cost_basis': 115.05850000000001, 'last_sale_price': 115.05}, {'sid': Equity(0 [GOOG]), 'amount': 2, 'cost_basis': 1466.043655, 'last_sale_price': 1460.29}, {'sid': Equity(4 [AMZN]), 'amount': 1, 'cost_basis': 3148.9997125000004, 'last_sale_price': 3192.51}]",13966.550000000001,13688.130000000001,278.4200000000019,13966.550000000001,6100.421707499998,0.014069751243820372,20066.9717075,4,0,13966.550000000001,0.0,57.6669561456911,51.15647300854727,51.57648734470213,62.6137678955606,41.16607914471578,,,0.4859094913896084,0.6668760388367476,-0.030965821639881503,0.7012658013402272,0.0,0.0,9,2020-10,0.0,0.0,0.003348585375000379,0.2504091626941651
2020-10-08 20:00:00+00:00,2020-10-08 13:31:00+00:00,2020-10-08 20:00:00+00:00,14019.64,0.0,0.6967990557789397,0.0,0.6967990557789397,13966.550000000001,6100.421707499998,[],[],"[{'sid': Equity(2 [TSLA]), 'amount': 9, 'cost_basis': 421.27153, 'last_sale_price': 425.92}, {'sid': Equity(3 [AAPL]), 'amount': 35, 'cost_basis': 115.05850000000001, 'last_sale_price': 114.97}, {'sid': Equity(0 [GOOG]), 'amount': 2, 'cost_basis': 1466.043655, 'last_sale_price': 1485.93}, {'sid': Equity(4 [AMZN]), 'amount': 1, 'cost_basis': 3148.9997125000004, 'last_sale_price': 3190.55}]",14019.64,13966.550000000001,53.08999999999651,14019.64,6100.421707499998,0.0026456408457562475,20120.061707499997,4,0,14019.64,0.0,57.76596733523242,53.22209092135125,53.0902108743401,63.258906226952725,46.98633886142801,,,0.7454538109379136,1.0178217071367501,-0.030965821639881503,0.7012658013402272,0.0,0.0,10,2020-10,0.0,0.0,0.006003085375000161,0.2363375392594891
